timestamp_berlin,LSA9_west_count,LSA9_south_count,LSA9_east_count,LSA9_north_west_count,date,time,hour,weekday
2026-03-01 00:15:00+00:00,31,1,18,3,2026-03-01,00:15,0,Sunday
2026-03-01 00:30:00+00:00,36,0,39,3,2026-03-01,00:30,0,Sunday
2026-03-01 00:45:00+00:00,33,0,30,9,2026-03-01,00:45,0,Sunday
2026-03-01 01:00:00+00:00,25,0,20,5,2026-03-01,01:00,1,Sunday
2026-03-01 01:15:00+00:00,12,0,22,6,2026-03-01,01:15,1,Sunday
2026-03-01 01:30:00+00:00,22,0,21,9,2026-03-01,01:30,1,Sunday
2026-03-01 01:45:00+00:00,29,0,18,4,2026-03-01,01:45,1,Sunday
2026-03-01 02:00:00+00:00,21,0,17,4,2026-03-01,02:00,2,Sunday
2026-03-01 02:15:00+00:00,14,0,9,3,2026-03-01,02:15,2,Sunday
2026-03-01 02:30:00+00:00,22,0,14,1,2026-03-01,02:30,2,Sunday
2026-03-01 02:45:00+00:00,12,0,20,4,2026-03-01,02:45,2,Sunday
2026-03-01 03:00:00+00:00,12,0,10,1,2026-03-01,03:00,3,Sunday
2026-03-01 03:15:00+00:00,17,0,9,1,2026-03-01,03:15,3,Sunday
2026-03-01 03:30:00+00:00,13,0,7,1,2026-03-01,03:30,3,Sunday
2026-03-01 03:45:00+00:00,11,0,16,0,2026-03-01,03:45,3,Sunday
2026-03-01 04:00:00+00:00,2,0,3,0,2026-03-01,04:00,4,Sunday
2026-03-01 04:15:00+00:00,3,0,12,0,2026-03-01,04:15,4,Sunday
2026-03-01 04:30:00+00:00,13,0,5,4,2026-03-01,04:30,4,Sunday
2026-03-01 04:45:00+00:00,18,0,17,7,2026-03-01,04:45,4,Sunday
2026-03-01 05:00:00+00:00,12,0,3,1,2026-03-01,05:00,5,Sunday
2026-03-01 05:15:00+00:00,18,0,7,2,2026-03-01,05:15,5,Sunday
2026-03-01 05:30:00+00:00,28,0,10,4,2026-03-01,05:30,5,Sunday
2026-03-01 05:45:00+00:00,16,0,7,1,2026-03-01,05:45,5,Sunday
2026-03-01 06:00:00+00:00,18,1,11,3,2026-03-01,06:00,6,Sunday
2026-03-01 06:15:00+00:00,31,1,7,1,2026-03-01,06:15,6,Sunday
2026-03-01 06:30:00+00:00,25,0,14,4,2026-03-01,06:30,6,Sunday
2026-03-01 06:45:00+00:00,16,0,10,2,2026-03-01,06:45,6,Sunday
2026-03-01 07:00:00+00:00,23,0,14,5,2026-03-01,07:00,7,Sunday
2026-03-01 07:15:00+00:00,26,1,29,3,2026-03-01,07:15,7,Sunday
2026-03-01 07:30:00+00:00,44,0,25,2,2026-03-01,07:30,7,Sunday
2026-03-01 07:45:00+00:00,64,0,35,8,2026-03-01,07:45,7,Sunday
2026-03-01 08:00:00+00:00,73,0,37,11,2026-03-01,08:00,8,Sunday
2026-03-01 08:15:00+00:00,58,0,35,10,2026-03-01,08:15,8,Sunday
2026-03-01 08:30:00+00:00,100,1,47,13,2026-03-01,08:30,8,Sunday
2026-03-01 08:45:00+00:00,116,2,51,9,2026-03-01,08:45,8,Sunday
2026-03-01 09:00:00+00:00,137,2,69,8,2026-03-01,09:00,9,Sunday
2026-03-01 09:15:00+00:00,150,3,79,14,2026-03-01,09:15,9,Sunday
2026-03-01 09:30:00+00:00,176,2,95,17,2026-03-01,09:30,9,Sunday
2026-03-01 09:45:00+00:00,153,1,67,26,2026-03-01,09:45,9,Sunday
2026-03-01 10:00:00+00:00,156,1,116,20,2026-03-01,10:00,10,Sunday
2026-03-01 10:15:00+00:00,140,0,78,16,2026-03-01,10:15,10,Sunday
2026-03-01 10:30:00+00:00,101,1,100,13,2026-03-01,10:30,10,Sunday
2026-03-01 10:45:00+00:00,139,1,80,16,2026-03-01,10:45,10,Sunday
2026-03-01 11:00:00+00:00,148,1,117,18,2026-03-01,11:00,11,Sunday
2026-03-01 11:15:00+00:00,122,0,112,21,2026-03-01,11:15,11,Sunday
2026-03-01 11:30:00+00:00,136,1,128,23,2026-03-01,11:30,11,Sunday
2026-03-01 11:45:00+00:00,103,2,126,29,2026-03-01,11:45,11,Sunday
2026-03-01 12:00:00+00:00,119,0,108,23,2026-03-01,12:00,12,Sunday
2026-03-01 12:15:00+00:00,160,0,141,23,2026-03-01,12:15,12,Sunday
2026-03-01 12:30:00+00:00,118,1,101,24,2026-03-01,12:30,12,Sunday
2026-03-01 12:45:00+00:00,139,2,146,25,2026-03-01,12:45,12,Sunday
2026-03-01 13:00:00+00:00,150,3,132,23,2026-03-01,13:00,13,Sunday
2026-03-01 13:15:00+00:00,189,4,128,22,2026-03-01,13:15,13,Sunday
2026-03-01 13:30:00+00:00,148,1,130,30,2026-03-01,13:30,13,Sunday
2026-03-01 13:45:00+00:00,131,1,120,25,2026-03-01,13:45,13,Sunday
2026-03-01 14:00:00+00:00,142,2,139,24,2026-03-01,14:00,14,Sunday
2026-03-01 14:15:00+00:00,140,2,117,23,2026-03-01,14:15,14,Sunday
2026-03-01 14:30:00+00:00,134,0,125,20,2026-03-01,14:30,14,Sunday
2026-03-01 14:45:00+00:00,187,0,127,20,2026-03-01,14:45,14,Sunday
2026-03-01 15:00:00+00:00,115,119,125,20,2026-03-01,15:00,15,Sunday
2026-03-01 15:15:00+00:00,110,0,132,20,2026-03-01,15:15,15,Sunday
2026-03-01 15:30:00+00:00,128,2,111,25,2026-03-01,15:30,15,Sunday
2026-03-01 15:45:00+00:00,114,1,142,21,2026-03-01,15:45,15,Sunday
2026-03-01 16:00:00+00:00,159,0,117,19,2026-03-01,16:00,16,Sunday
2026-03-01 16:15:00+00:00,173,0,133,25,2026-03-01,16:15,16,Sunday
2026-03-01 16:30:00+00:00,164,2,115,22,2026-03-01,16:30,16,Sunday
2026-03-01 16:45:00+00:00,139,1,166,19,2026-03-01,16:45,16,Sunday
2026-03-01 17:00:00+00:00,129,1,152,17,2026-03-01,17:00,17,Sunday
2026-03-01 17:15:00+00:00,150,4,136,23,2026-03-01,17:15,17,Sunday
2026-03-01 17:30:00+00:00,109,0,146,24,2026-03-01,17:30,17,Sunday
2026-03-01 17:45:00+00:00,108,1,121,25,2026-03-01,17:45,17,Sunday
2026-03-01 18:00:00+00:00,95,0,103,14,2026-03-01,18:00,18,Sunday
2026-03-01 18:15:00+00:00,78,2,118,23,2026-03-01,18:15,18,Sunday
2026-03-01 18:30:00+00:00,71,0,122,19,2026-03-01,18:30,18,Sunday
2026-03-01 18:45:00+00:00,77,0,117,18,2026-03-01,18:45,18,Sunday
2026-03-01 19:00:00+00:00,75,2,116,15,2026-03-01,19:00,19,Sunday
2026-03-01 19:15:00+00:00,70,1,120,14,2026-03-01,19:15,19,Sunday
2026-03-01 19:30:00+00:00,60,0,87,16,2026-03-01,19:30,19,Sunday
2026-03-01 19:45:00+00:00,82,1,97,17,2026-03-01,19:45,19,Sunday
2026-03-01 20:00:00+00:00,58,0,94,12,2026-03-01,20:00,20,Sunday
2026-03-01 20:15:00+00:00,69,1,94,14,2026-03-01,20:15,20,Sunday
2026-03-01 20:30:00+00:00,69,0,68,14,2026-03-01,20:30,20,Sunday
2026-03-01 20:45:00+00:00,50,2,67,13,2026-03-01,20:45,20,Sunday
2026-03-01 21:00:00+00:00,32,0,56,13,2026-03-01,21:00,21,Sunday
2026-03-01 21:15:00+00:00,47,0,58,9,2026-03-01,21:15,21,Sunday
2026-03-01 21:30:00+00:00,51,0,31,4,2026-03-01,21:30,21,Sunday
2026-03-01 21:45:00+00:00,42,1,36,5,2026-03-01,21:45,21,Sunday
2026-03-01 22:00:00+00:00,17,0,36,6,2026-03-01,22:00,22,Sunday
2026-03-01 22:15:00+00:00,29,0,37,2,2026-03-01,22:15,22,Sunday
2026-03-01 22:30:00+00:00,20,0,27,5,2026-03-01,22:30,22,Sunday
2026-03-01 22:45:00+00:00,11,0,33,6,2026-03-01,22:45,22,Sunday
2026-03-01 23:00:00+00:00,17,0,26,5,2026-03-01,23:00,23,Sunday
2026-03-01 23:15:00+00:00,14,0,13,3,2026-03-01,23:15,23,Sunday
2026-03-01 23:30:00+00:00,9,0,20,2,2026-03-01,23:30,23,Sunday
2026-03-01 23:45:00+00:00,12,0,10,2,2026-03-01,23:45,23,Sunday
2026-03-02 00:15:00+00:00,3,1,10,3,2026-03-02,00:15,0,Monday
2026-03-02 00:30:00+00:00,5,0,2,0,2026-03-02,00:30,0,Monday
2026-03-02 00:45:00+00:00,7,0,9,1,2026-03-02,00:45,0,Monday
2026-03-02 01:00:00+00:00,7,0,8,4,2026-03-02,01:00,1,Monday
2026-03-02 01:15:00+00:00,4,0,9,3,2026-03-02,01:15,1,Monday
2026-03-02 01:30:00+00:00,13,0,4,1,2026-03-02,01:30,1,Monday
2026-03-02 01:45:00+00:00,0,0,7,0,2026-03-02,01:45,1,Monday
2026-03-02 02:00:00+00:00,4,0,5,0,2026-03-02,02:00,2,Monday
2026-03-02 02:15:00+00:00,14,0,5,1,2026-03-02,02:15,2,Monday
2026-03-02 02:30:00+00:00,6,0,2,2,2026-03-02,02:30,2,Monday
2026-03-02 02:45:00+00:00,9,0,1,1,2026-03-02,02:45,2,Monday
2026-03-02 03:00:00+00:00,8,0,3,1,2026-03-02,03:00,3,Monday
2026-03-02 03:15:00+00:00,5,0,8,1,2026-03-02,03:15,3,Monday
2026-03-02 03:30:00+00:00,18,0,11,1,2026-03-02,03:30,3,Monday
2026-03-02 03:45:00+00:00,32,0,8,2,2026-03-02,03:45,3,Monday
2026-03-02 04:00:00+00:00,15,0,13,3,2026-03-02,04:00,4,Monday
2026-03-02 04:15:00+00:00,26,0,20,4,2026-03-02,04:15,4,Monday
2026-03-02 04:30:00+00:00,46,1,23,7,2026-03-02,04:30,4,Monday
2026-03-02 04:45:00+00:00,68,0,36,3,2026-03-02,04:45,4,Monday
2026-03-02 05:00:00+00:00,76,1,35,7,2026-03-02,05:00,5,Monday
2026-03-02 05:15:00+00:00,84,0,44,7,2026-03-02,05:15,5,Monday
2026-03-02 05:30:00+00:00,93,0,45,10,2026-03-02,05:30,5,Monday
2026-03-02 05:45:00+00:00,86,0,70,18,2026-03-02,05:45,5,Monday
2026-03-02 06:00:00+00:00,113,1,71,17,2026-03-02,06:00,6,Monday
2026-03-02 06:15:00+00:00,137,0,125,18,2026-03-02,06:15,6,Monday
2026-03-02 06:30:00+00:00,147,1,138,19,2026-03-02,06:30,6,Monday
2026-03-02 06:45:00+00:00,92,0,165,33,2026-03-02,06:45,6,Monday
2026-03-02 07:00:00+00:00,74,1,151,25,2026-03-02,07:00,7,Monday
2026-03-02 07:15:00+00:00,152,3,119,23,2026-03-02,07:15,7,Monday
2026-03-02 07:30:00+00:00,184,1,132,20,2026-03-02,07:30,7,Monday
2026-03-02 07:45:00+00:00,142,1,141,17,2026-03-02,07:45,7,Monday
2026-03-02 08:00:00+00:00,149,0,125,21,2026-03-02,08:00,8,Monday
2026-03-02 08:15:00+00:00,141,2,140,21,2026-03-02,08:15,8,Monday
2026-03-02 08:30:00+00:00,147,2,129,29,2026-03-02,08:30,8,Monday
2026-03-02 08:45:00+00:00,161,3,164,28,2026-03-02,08:45,8,Monday
2026-03-02 09:00:00+00:00,172,2,111,20,2026-03-02,09:00,9,Monday
2026-03-02 09:15:00+00:00,168,7,114,30,2026-03-02,09:15,9,Monday
2026-03-02 09:30:00+00:00,182,0,136,32,2026-03-02,09:30,9,Monday
2026-03-02 09:45:00+00:00,196,3,146,33,2026-03-02,09:45,9,Monday
2026-03-02 10:00:00+00:00,146,2,134,38,2026-03-02,10:00,10,Monday
2026-03-02 10:15:00+00:00,190,0,114,41,2026-03-02,10:15,10,Monday
2026-03-02 10:30:00+00:00,148,1,140,36,2026-03-02,10:30,10,Monday
2026-03-02 10:45:00+00:00,137,2,133,45,2026-03-02,10:45,10,Monday
2026-03-02 11:00:00+00:00,101,1,162,51,2026-03-02,11:00,11,Monday
2026-03-02 11:15:00+00:00,178,0,125,35,2026-03-02,11:15,11,Monday
2026-03-02 11:30:00+00:00,173,2,149,53,2026-03-02,11:30,11,Monday
2026-03-02 11:45:00+00:00,124,0,133,34,2026-03-02,11:45,11,Monday
2026-03-02 12:00:00+00:00,134,3,117,39,2026-03-02,12:00,12,Monday
2026-03-02 12:15:00+00:00,101,1,151,52,2026-03-02,12:15,12,Monday
2026-03-02 12:30:00+00:00,139,2,132,40,2026-03-02,12:30,12,Monday
2026-03-02 12:45:00+00:00,148,6,174,33,2026-03-02,12:45,12,Monday
2026-03-02 13:00:00+00:00,122,2,155,33,2026-03-02,13:00,13,Monday
2026-03-02 13:15:00+00:00,204,3,140,36,2026-03-02,13:15,13,Monday
2026-03-02 13:30:00+00:00,143,4,140,48,2026-03-02,13:30,13,Monday
2026-03-02 13:45:00+00:00,161,2,122,44,2026-03-02,13:45,13,Monday
2026-03-02 14:00:00+00:00,131,0,161,37,2026-03-02,14:00,14,Monday
2026-03-02 14:15:00+00:00,156,3,145,44,2026-03-02,14:15,14,Monday
2026-03-02 14:30:00+00:00,145,2,182,38,2026-03-02,14:30,14,Monday
2026-03-02 14:45:00+00:00,139,3,151,30,2026-03-02,14:45,14,Monday
2026-03-02 15:00:00+00:00,110,2,164,33,2026-03-02,15:00,15,Monday
2026-03-02 15:15:00+00:00,93,3,85,45,2026-03-02,15:15,15,Monday
2026-03-02 15:30:00+00:00,83,3,118,43,2026-03-02,15:30,15,Monday
2026-03-02 15:45:00+00:00,103,0,169,37,2026-03-02,15:45,15,Monday
2026-03-02 16:00:00+00:00,85,2,146,43,2026-03-02,16:00,16,Monday
2026-03-02 16:15:00+00:00,97,5,154,33,2026-03-02,16:15,16,Monday
2026-03-02 16:30:00+00:00,105,1,153,33,2026-03-02,16:30,16,Monday
2026-03-02 16:45:00+00:00,101,0,146,36,2026-03-02,16:45,16,Monday
2026-03-02 17:00:00+00:00,101,2,122,39,2026-03-02,17:00,17,Monday
2026-03-02 17:15:00+00:00,144,2,170,38,2026-03-02,17:15,17,Monday
2026-03-02 17:30:00+00:00,105,2,190,33,2026-03-02,17:30,17,Monday
2026-03-02 17:45:00+00:00,104,2,155,27,2026-03-02,17:45,17,Monday
2026-03-02 18:00:00+00:00,100,3,138,28,2026-03-02,18:00,18,Monday
2026-03-02 18:15:00+00:00,91,1,118,25,2026-03-02,18:15,18,Monday
2026-03-02 18:30:00+00:00,83,0,156,18,2026-03-02,18:30,18,Monday
2026-03-02 18:45:00+00:00,70,1,162,27,2026-03-02,18:45,18,Monday
2026-03-02 19:00:00+00:00,81,0,99,19,2026-03-02,19:00,19,Monday
2026-03-02 19:15:00+00:00,68,1,115,15,2026-03-02,19:15,19,Monday
2026-03-02 19:30:00+00:00,84,1,90,22,2026-03-02,19:30,19,Monday
2026-03-02 19:45:00+00:00,61,1,91,14,2026-03-02,19:45,19,Monday
2026-03-02 20:00:00+00:00,50,1,97,11,2026-03-02,20:00,20,Monday
2026-03-02 20:15:00+00:00,76,0,90,21,2026-03-02,20:15,20,Monday
2026-03-02 20:30:00+00:00,72,0,82,17,2026-03-02,20:30,20,Monday
2026-03-02 20:45:00+00:00,44,0,97,9,2026-03-02,20:45,20,Monday
2026-03-02 21:00:00+00:00,45,0,86,14,2026-03-02,21:00,21,Monday
2026-03-02 21:15:00+00:00,54,0,87,13,2026-03-02,21:15,21,Monday
2026-03-02 21:30:00+00:00,39,1,57,9,2026-03-02,21:30,21,Monday
2026-03-02 21:45:00+00:00,36,0,42,7,2026-03-02,21:45,21,Monday
2026-03-02 22:00:00+00:00,33,1,36,5,2026-03-02,22:00,22,Monday
2026-03-02 22:15:00+00:00,24,0,39,5,2026-03-02,22:15,22,Monday
2026-03-02 22:30:00+00:00,15,0,14,8,2026-03-02,22:30,22,Monday
2026-03-02 22:45:00+00:00,13,0,25,2,2026-03-02,22:45,22,Monday
2026-03-02 23:00:00+00:00,18,0,15,7,2026-03-02,23:00,23,Monday
2026-03-02 23:15:00+00:00,30,0,22,6,2026-03-02,23:15,23,Monday
2026-03-02 23:30:00+00:00,16,0,13,0,2026-03-02,23:30,23,Monday
2026-03-02 23:45:00+00:00,7,0,9,1,2026-03-02,23:45,23,Monday
2026-03-03 00:15:00+00:00,7,0,1,0,2026-03-03,00:15,0,Tuesday
2026-03-03 00:30:00+00:00,11,0,7,0,2026-03-03,00:30,0,Tuesday
2026-03-03 00:45:00+00:00,4,1,8,0,2026-03-03,00:45,0,Tuesday
2026-03-03 01:00:00+00:00,11,0,10,1,2026-03-03,01:00,1,Tuesday
2026-03-03 01:15:00+00:00,7,0,9,0,2026-03-03,01:15,1,Tuesday
2026-03-03 01:30:00+00:00,11,0,3,3,2026-03-03,01:30,1,Tuesday
2026-03-03 01:45:00+00:00,5,0,0,1,2026-03-03,01:45,1,Tuesday
2026-03-03 02:00:00+00:00,2,0,13,0,2026-03-03,02:00,2,Tuesday
2026-03-03 02:15:00+00:00,3,0,2,3,2026-03-03,02:15,2,Tuesday
2026-03-03 02:30:00+00:00,3,0,2,3,2026-03-03,02:30,2,Tuesday
2026-03-03 02:45:00+00:00,7,0,1,1,2026-03-03,02:45,2,Tuesday
2026-03-03 03:00:00+00:00,6,1,5,0,2026-03-03,03:00,3,Tuesday
2026-03-03 03:15:00+00:00,9,0,2,2,2026-03-03,03:15,3,Tuesday
2026-03-03 03:30:00+00:00,9,0,7,3,2026-03-03,03:30,3,Tuesday
2026-03-03 03:45:00+00:00,27,0,6,1,2026-03-03,03:45,3,Tuesday
2026-03-03 04:00:00+00:00,29,0,7,3,2026-03-03,04:00,4,Tuesday
2026-03-03 04:15:00+00:00,23,1,14,5,2026-03-03,04:15,4,Tuesday
2026-03-03 04:30:00+00:00,44,1,18,3,2026-03-03,04:30,4,Tuesday
2026-03-03 04:45:00+00:00,69,0,26,4,2026-03-03,04:45,4,Tuesday
2026-03-03 05:00:00+00:00,70,1,38,7,2026-03-03,05:00,5,Tuesday
2026-03-03 05:15:00+00:00,53,0,40,6,2026-03-03,05:15,5,Tuesday
2026-03-03 05:30:00+00:00,78,0,40,10,2026-03-03,05:30,5,Tuesday
2026-03-03 05:45:00+00:00,87,0,81,18,2026-03-03,05:45,5,Tuesday
2026-03-03 06:00:00+00:00,125,0,89,15,2026-03-03,06:00,6,Tuesday
2026-03-03 06:15:00+00:00,136,0,113,20,2026-03-03,06:15,6,Tuesday
2026-03-03 06:30:00+00:00,132,0,119,15,2026-03-03,06:30,6,Tuesday
2026-03-03 06:45:00+00:00,123,3,136,21,2026-03-03,06:45,6,Tuesday
2026-03-03 07:00:00+00:00,69,4,126,31,2026-03-03,07:00,7,Tuesday
2026-03-03 07:15:00+00:00,112,2,151,28,2026-03-03,07:15,7,Tuesday
2026-03-03 07:30:00+00:00,157,3,123,22,2026-03-03,07:30,7,Tuesday
2026-03-03 07:45:00+00:00,169,0,137,18,2026-03-03,07:45,7,Tuesday
2026-03-03 08:00:00+00:00,134,1,95,32,2026-03-03,08:00,8,Tuesday
2026-03-03 08:15:00+00:00,161,0,128,22,2026-03-03,08:15,8,Tuesday
2026-03-03 08:30:00+00:00,149,2,119,31,2026-03-03,08:30,8,Tuesday
2026-03-03 08:45:00+00:00,160,4,126,31,2026-03-03,08:45,8,Tuesday
2026-03-03 09:00:00+00:00,199,1,160,32,2026-03-03,09:00,9,Tuesday
2026-03-03 09:15:00+00:00,175,4,106,30,2026-03-03,09:15,9,Tuesday
2026-03-03 09:30:00+00:00,131,0,140,33,2026-03-03,09:30,9,Tuesday
2026-03-03 09:45:00+00:00,164,2,139,33,2026-03-03,09:45,9,Tuesday
2026-03-03 10:00:00+00:00,164,3,128,35,2026-03-03,10:00,10,Tuesday
2026-03-03 10:15:00+00:00,189,1,138,39,2026-03-03,10:15,10,Tuesday
2026-03-03 10:30:00+00:00,153,0,151,45,2026-03-03,10:30,10,Tuesday
2026-03-03 10:45:00+00:00,126,3,141,23,2026-03-03,10:45,10,Tuesday
2026-03-03 11:00:00+00:00,178,2,139,39,2026-03-03,11:00,11,Tuesday
2026-03-03 11:15:00+00:00,166,1,145,34,2026-03-03,11:15,11,Tuesday
2026-03-03 11:30:00+00:00,171,1,170,45,2026-03-03,11:30,11,Tuesday
2026-03-03 11:45:00+00:00,138,2,162,37,2026-03-03,11:45,11,Tuesday
2026-03-03 12:00:00+00:00,130,1,144,37,2026-03-03,12:00,12,Tuesday
2026-03-03 12:15:00+00:00,107,1,172,40,2026-03-03,12:15,12,Tuesday
2026-03-03 12:30:00+00:00,143,3,210,40,2026-03-03,12:30,12,Tuesday
2026-03-03 12:45:00+00:00,143,1,145,33,2026-03-03,12:45,12,Tuesday
2026-03-03 13:00:00+00:00,181,2,115,30,2026-03-03,13:00,13,Tuesday
2026-03-03 13:15:00+00:00,172,1,158,38,2026-03-03,13:15,13,Tuesday
2026-03-03 13:30:00+00:00,136,2,183,38,2026-03-03,13:30,13,Tuesday
2026-03-03 13:45:00+00:00,174,5,158,34,2026-03-03,13:45,13,Tuesday
2026-03-03 14:00:00+00:00,166,4,183,33,2026-03-03,14:00,14,Tuesday
2026-03-03 14:15:00+00:00,115,0,164,46,2026-03-03,14:15,14,Tuesday
2026-03-03 14:30:00+00:00,125,3,147,39,2026-03-03,14:30,14,Tuesday
2026-03-03 14:45:00+00:00,152,0,155,50,2026-03-03,14:45,14,Tuesday
2026-03-03 15:00:00+00:00,70,0,130,32,2026-03-03,15:00,15,Tuesday
2026-03-03 15:15:00+00:00,84,6,177,39,2026-03-03,15:15,15,Tuesday
2026-03-03 15:30:00+00:00,29,2,132,34,2026-03-03,15:30,15,Tuesday
2026-03-03 15:45:00+00:00,25,2,113,37,2026-03-03,15:45,15,Tuesday
2026-03-03 16:00:00+00:00,60,1,117,39,2026-03-03,16:00,16,Tuesday
2026-03-03 16:15:00+00:00,98,2,116,37,2026-03-03,16:15,16,Tuesday
2026-03-03 16:30:00+00:00,153,2,146,40,2026-03-03,16:30,16,Tuesday
2026-03-03 16:45:00+00:00,83,0,168,36,2026-03-03,16:45,16,Tuesday
2026-03-03 17:00:00+00:00,117,0,135,44,2026-03-03,17:00,17,Tuesday
2026-03-03 17:15:00+00:00,110,3,181,27,2026-03-03,17:15,17,Tuesday
2026-03-03 17:30:00+00:00,121,3,161,31,2026-03-03,17:30,17,Tuesday
2026-03-03 17:45:00+00:00,103,0,159,36,2026-03-03,17:45,17,Tuesday
2026-03-03 18:00:00+00:00,85,4,144,24,2026-03-03,18:00,18,Tuesday
2026-03-03 18:15:00+00:00,80,3,132,30,2026-03-03,18:15,18,Tuesday
2026-03-03 18:30:00+00:00,83,1,154,31,2026-03-03,18:30,18,Tuesday
2026-03-03 18:45:00+00:00,88,3,139,25,2026-03-03,18:45,18,Tuesday
2026-03-03 19:00:00+00:00,72,1,148,19,2026-03-03,19:00,19,Tuesday
2026-03-03 19:15:00+00:00,84,0,133,18,2026-03-03,19:15,19,Tuesday
2026-03-03 19:30:00+00:00,65,0,125,12,2026-03-03,19:30,19,Tuesday
2026-03-03 19:45:00+00:00,82,0,113,14,2026-03-03,19:45,19,Tuesday
2026-03-03 20:00:00+00:00,63,1,129,16,2026-03-03,20:00,20,Tuesday
2026-03-03 20:15:00+00:00,68,1,89,16,2026-03-03,20:15,20,Tuesday
2026-03-03 20:30:00+00:00,53,0,85,15,2026-03-03,20:30,20,Tuesday
2026-03-03 20:45:00+00:00,73,0,94,15,2026-03-03,20:45,20,Tuesday
2026-03-03 21:00:00+00:00,39,0,78,17,2026-03-03,21:00,21,Tuesday
2026-03-03 21:15:00+00:00,48,1,65,7,2026-03-03,21:15,21,Tuesday
2026-03-03 21:30:00+00:00,40,0,72,11,2026-03-03,21:30,21,Tuesday
2026-03-03 21:45:00+00:00,39,0,74,9,2026-03-03,21:45,21,Tuesday
2026-03-03 22:00:00+00:00,24,1,41,4,2026-03-03,22:00,22,Tuesday
2026-03-03 22:15:00+00:00,29,0,41,6,2026-03-03,22:15,22,Tuesday
2026-03-03 22:30:00+00:00,24,0,26,3,2026-03-03,22:30,22,Tuesday
2026-03-03 22:45:00+00:00,25,0,18,3,2026-03-03,22:45,22,Tuesday
2026-03-03 23:00:00+00:00,18,0,10,0,2026-03-03,23:00,23,Tuesday
2026-03-03 23:15:00+00:00,14,0,11,3,2026-03-03,23:15,23,Tuesday
2026-03-03 23:30:00+00:00,5,0,22,0,2026-03-03,23:30,23,Tuesday
2026-03-03 23:45:00+00:00,9,0,12,1,2026-03-03,23:45,23,Tuesday
2026-03-04 00:15:00+00:00,5,0,15,1,2026-03-04,00:15,0,Wednesday
2026-03-04 00:30:00+00:00,7,0,4,5,2026-03-04,00:30,0,Wednesday
2026-03-04 00:45:00+00:00,8,0,4,2,2026-03-04,00:45,0,Wednesday
2026-03-04 01:00:00+00:00,1,0,11,0,2026-03-04,01:00,1,Wednesday
2026-03-04 01:15:00+00:00,6,0,3,0,2026-03-04,01:15,1,Wednesday
2026-03-04 01:30:00+00:00,7,0,6,0,2026-03-04,01:30,1,Wednesday
2026-03-04 01:45:00+00:00,4,0,2,1,2026-03-04,01:45,1,Wednesday
2026-03-04 02:00:00+00:00,6,1,2,0,2026-03-04,02:00,2,Wednesday
2026-03-04 02:15:00+00:00,3,0,0,0,2026-03-04,02:15,2,Wednesday
2026-03-04 02:30:00+00:00,6,0,1,1,2026-03-04,02:30,2,Wednesday
2026-03-04 02:45:00+00:00,3,0,3,2,2026-03-04,02:45,2,Wednesday
2026-03-04 03:00:00+00:00,4,0,3,1,2026-03-04,03:00,3,Wednesday
2026-03-04 03:15:00+00:00,8,0,6,2,2026-03-04,03:15,3,Wednesday
2026-03-04 03:30:00+00:00,18,0,10,0,2026-03-04,03:30,3,Wednesday
2026-03-04 03:45:00+00:00,29,0,15,0,2026-03-04,03:45,3,Wednesday
2026-03-04 04:00:00+00:00,22,0,10,4,2026-03-04,04:00,4,Wednesday
2026-03-04 04:15:00+00:00,30,0,18,4,2026-03-04,04:15,4,Wednesday
2026-03-04 04:30:00+00:00,41,0,15,5,2026-03-04,04:30,4,Wednesday
2026-03-04 04:45:00+00:00,63,1,25,3,2026-03-04,04:45,4,Wednesday
2026-03-04 05:00:00+00:00,90,2,40,11,2026-03-04,05:00,5,Wednesday
2026-03-04 05:15:00+00:00,59,0,51,9,2026-03-04,05:15,5,Wednesday
2026-03-04 05:30:00+00:00,75,0,58,7,2026-03-04,05:30,5,Wednesday
2026-03-04 05:45:00+00:00,95,0,64,17,2026-03-04,05:45,5,Wednesday
2026-03-04 06:00:00+00:00,122,2,80,13,2026-03-04,06:00,6,Wednesday
2026-03-04 06:15:00+00:00,132,0,130,16,2026-03-04,06:15,6,Wednesday
2026-03-04 06:30:00+00:00,122,0,128,19,2026-03-04,06:30,6,Wednesday
2026-03-04 06:45:00+00:00,98,0,149,24,2026-03-04,06:45,6,Wednesday
2026-03-04 07:00:00+00:00,93,1,135,20,2026-03-04,07:00,7,Wednesday
2026-03-04 07:15:00+00:00,139,4,137,20,2026-03-04,07:15,7,Wednesday
2026-03-04 07:30:00+00:00,164,3,127,23,2026-03-04,07:30,7,Wednesday
2026-03-04 07:45:00+00:00,151,1,96,22,2026-03-04,07:45,7,Wednesday
2026-03-04 08:00:00+00:00,118,1,163,26,2026-03-04,08:00,8,Wednesday
2026-03-04 08:15:00+00:00,134,0,113,26,2026-03-04,08:15,8,Wednesday
2026-03-04 08:30:00+00:00,123,7,197,30,2026-03-04,08:30,8,Wednesday
2026-03-04 08:45:00+00:00,137,5,127,24,2026-03-04,08:45,8,Wednesday
2026-03-04 09:00:00+00:00,148,0,106,26,2026-03-04,09:00,9,Wednesday
2026-03-04 09:15:00+00:00,164,0,166,23,2026-03-04,09:15,9,Wednesday
2026-03-04 09:30:00+00:00,143,0,133,23,2026-03-04,09:30,9,Wednesday
